Num,Ia,Ib,Ic,IIa_5me,IIa_6me,IIb_5me,IIb_6me,IIc_5me,IIc_6me,IIIa_5me,IIIa_6me,IIIb_5me,IIIb_6me,IIIc_5me,IIIc_6me,Sample.type,SampleTypeNum
1084,0.130837141,0.037762458,0.011029536,0.285169602,0.063526817,0.098509297,0.007501494,0.012762137,1.13E-05,0.276057292,0.068066758,0.008112683,7.05E-05,0.00053629,4.67E-05,Lake,0
394,0.138241377,0.038963482,0.004585072,0.261588014,0.15640356,0.036775821,0.025307358,0.007002302,0.000116528,0.238699932,0.088834001,0.00202643,0.00132902,0.000109088,1.80E-05,Lake,0
885,0.14490938,0.044429312,0.009441876,0.198821117,0.088601498,0.059913236,0.031866833,0.006775043,0.001367504,0.252268503,0.140935009,0.008049415,0.009970017,0.001176885,0.001316248,Lake,0
180,0.047904753,0.025080487,0.003139746,0.04698594,0.175203453,0.02811605,0.11639418,0.004069855,0.013447454,0.077627975,0.242211921,0.005605284,0.016381132,0.001271571,0.006713041,Lake,0
21,0.107708811,0.004920578,0.001038979,0.126567766,0.119184052,0.008180717,0.009548371,0.001716749,0.001084239,0.370177799,0.23134046,0.010011548,0.008519935,0,0,Lake,0
524,0.137551131,0.01672387,0.004724429,0.22946201,0.078890581,0.041155158,0.004459846,0.001776778,0.000101124,0.375227795,0.105879987,0.002035852,0.001685192,0.000286256,4.00E-05,Lake,0
95,0.215998506,0.08047897,0.017410719,0.144578689,0.171642239,0.064727602,0.060562481,0.004189717,0.003970242,0.078292597,0.138530992,0.006322769,0.011733516,0.000596322,0.000973408,Lake,0
792,0.080447466,0.021926638,0.007611339,0.137599956,0.163838994,0.00803685,0.025044078,0.000944886,0.002939635,0.077272665,0.458728022,0.001936574,0.00668977,2.96E-05,2.86E-05,Lake,0
732,0.089799996,0.020089035,0.004930543,0.119703714,0.09834422,0.050971464,0.029667414,0.00749822,0.003579695,0.300784095,0.207063857,0.030229075,0.022007121,0.006469172,0.008862364,Lake,0
648,0.136404487,0.024404961,0.014317673,0.035206924,0.143304705,0.039454911,0.125763267,0.032218426,0.013043925,0.056331758,0.235825903,0.007822958,0.010212471,0.006451142,0.011490291,Lake,0
270,0.03271352,0.014100977,0.011284803,0.027581566,0.089294841,0.016924471,0.138325762,0.003775304,0.092632414,0.043744416,0.244733716,0.009420836,0.057625241,0.003479938,0.073193565,Lake,0
480,0.187597314,0.052139886,0.012254831,0.211581899,0.130513239,0.053660111,0.047837044,0.006840411,0.002473364,0.165609216,0.096290116,0.006472447,0.009567396,0.001065598,0.000986227,Lake,0
830,0.1994093,0.041466193,0.005780942,0.228367201,0.144826541,0.043802982,0.038290101,0.005783679,0.001837479,0.181394463,0.093975746,0.005572655,0.007835089,0.001018743,0.000638905,Lake,0
298,0.15434842,0.013278449,0.00274144,0.306538403,0.145325204,0.024007326,0.006210399,0.0031318,0.000381086,0.252369268,0.084530761,0.004613256,0.001974397,0.000414562,0.000135252,Lake,0
169,0.515480512,0.050902625,0.009088731,0.188155708,0.131706168,0.01400374,0.021131037,0.003073225,0.000525179,0.028500881,0.035063507,0.000543317,0.001566453,0.000139721,0.000119197,Lake,0
855,0.059973074,0.025841071,0.006140174,0.039557828,0.200578986,0.025093466,0.145946041,0.00398238,0.029431026,0.06210183,0.255727841,0.005539176,0.030580949,0.001640378,0.027657848,Lake,0
463,0.327645382,0.099110974,0.018819949,0.131079314,0.209574663,0.044548006,0.050973512,0.000827239,0.000394691,0.039357274,0.077012018,0.00028254,0.000310247,0,6.42E-05,Lake,0
974,0.038053029,0.017397332,0.007412691,0.021070863,0.091455566,0.02192196,0.160376862,0.007419183,0.064086719,0.035014919,0.243205535,0.018045871,0.062081043,0.007008074,0.079053302,Lake,0
23,0.53628904,0.09010117,0.011241476,0.142121305,0.126722944,0.0180879,0.034496874,0.002971252,0.001217611,0.019873794,0.015222493,0.000471483,0.001182666,0,0,Lake,0
1029,0.175522046,0.110426218,0.021035745,0.188016896,0.161414922,0.093140021,0.06503947,0.006867867,0.005419191,0.082371756,0.074469125,0.007905214,0.007201522,0.000619382,0.000550625,Lake,0
356,0.13241768,0.049700483,0.021290223,0.280990017,0.052796213,0.11296647,0.007642815,0.020460573,0.000177524,0.25028112,0.061064479,0.009358251,0.00048388,0.000350393,1.99E-05,Lake,0
790,0.282153037,0.086650192,0.02916804,0.069462957,0.15466245,0.089338669,0.063124796,0.000200571,0.000166294,0.04761122,0.176435102,0.000333977,0.00061978,3.15E-05,5.14E-05,Lake,0
963,0.097216872,0.038076947,0.009489013,0.092119484,0.145601085,0.059065338,0.058653492,0.005591893,0.004566399,0.151221742,0.289098316,0.011120276,0.017230475,0.002103896,0.003016122,Lake,0
1145,0.262059274,0.062550317,0.015067551,0.250114071,0.160105925,0.04016378,0.03308846,0.009518822,0.001087399,0.088670527,0.068055918,0.003678254,0.004443073,0.001256477,0.000140185,Lake,0
819,0.201631153,0.020126981,0.00466027,0.239175859,0.122674047,0.023120655,0.026968072,0.006182359,0.004841299,0.215160551,0.116228137,0.012597128,0.00663349,0,0,Lake,0
1178,0.284353964,0.030293284,0.005408988,0.418082387,0.065057109,0.017751222,0.00515379,0.005444397,0.000169393,0.138795508,0.027027802,0.001152036,0.001300711,0,0,Lake,0
1091,0.124971865,0.012326168,0.004052196,0.047184764,0.270654101,0.030754901,0.079145026,0.00470336,0.013768675,0.104464254,0.242456499,0.005097595,0.00717674,0.002662259,0.003200693,Lake,0
508,0.043622784,0.017227679,0.010834351,0.025163218,0.100400017,0.018701927,0.152372194,0.003930416,0.084458066,0.030213254,0.248649157,0.009892427,0.067666144,0.004859315,0.080373654,Lake,0
214,0.335932836,0.086691936,0.017075118,0.098641197,0.229388291,0.041922147,0.062902396,0.003891978,0.002600771,0.029900492,0.083681655,0.002246351,0.004999672,0,0.00012516,Lake,0
778,0.131491117,0.045307211,0.00557346,0.269665023,0.157498435,0.041499101,0.02565911,0.003642504,0.000635325,0.21243475,0.098912893,0.003844049,0.003266507,0.000339842,0.00023067,Lake,0
333,0.092357565,0.011209739,0.004255425,0.218306101,0.092299646,0.022570191,0.004445667,0.004382225,0.000452256,0.456562335,0.079003593,0.004482355,0.002066382,0.00089887,0.000263027,Lake,0
983,0.749942322,0.051592327,0.008851364,0.116323211,0.043901658,0.005050415,0.002330771,0,0,0.01275936,0.008402242,0.000303278,0.000543077,0,0,Lake,0
842,0.1755013,0.070279464,0.008835788,0.232850519,0.176112002,0.049846838,0.049741119,0.003143631,0.002384315,0.097294626,0.119276429,0.003575173,0.009100087,0.000405329,0.001009749,Lake,0
848,0.048715865,0.023419895,0.002438164,0.048745866,0.165104206,0.028306272,0.104414743,0.00359032,0.011642161,0.078666035,0.234420612,0.004347853,0.014785,0.000831527,0.005490725,Lake,0
614,0.079199196,0.026422829,0.005230019,0.067520145,0.163838681,0.023246829,0.069251383,0.003376076,0.01061171,0.072866983,0.280175842,0.004630812,0.008979482,0.001137383,0.007155674,Lake,0
1082,0.091698804,0.022123122,0.004008233,0.134774361,0.135765326,0.031844614,0.047436094,0.004816391,0.004916981,0.244452037,0.236160753,0.01700541,0.022380153,0.000796765,0.001820961,Lake,0
750,0.036939793,0.014823681,0.014649016,0.019376682,0.085843966,0.012969846,0.155520884,0.004905855,0.112351369,0.037957136,0.227521107,0.007090439,0.054810504,0.004972622,0.089812418,Lake,0
1075,0.155069201,0.008972355,0.001593105,0.267264186,0.116403585,0.012563006,0.012480172,0.002741747,0.000360506,0.327430034,0.088509066,0.003969008,0.002644029,0,0,Lake,0
610,0.559283775,0.029770811,0.016153388,0.040196117,0.146798969,0.057747375,0.00792726,0.010852666,0.001027733,0.029701176,0.076037191,0.009064199,0.015436461,0,0,Lake,0
1073,0.109744774,0.05717706,0.008026088,0.137617856,0.176238225,0.056033347,0.067704372,0.003697518,0.00604298,0.1048722,0.138158768,0.010108353,0.015338113,0.000856862,0.003010909,Lake,0
813,0.219326713,0.012717419,0.003079815,0.295301878,0.135294665,0.014317664,0.006105781,0.003464066,5.54E-05,0.246474593,0.061143286,0.001731405,0.00075984,0.000227489,0,Lake,0
897,0.113041832,0.021357539,0.006470228,0.083117446,0.285735322,0.021797122,0.044085899,0.003033096,0.011963073,0.095876856,0.294203331,0.005078324,0.007290602,0.001548916,0.002685937,Lake,0
190,0.092240704,0.017238899,0.002637122,0.165953192,0.127532437,0.035231095,0.024413129,0.002961734,0.001201463,0.351957327,0.162694257,0.009014587,0.006924062,0,0,Lake,0
549,0.374225935,0.08482652,0.010898904,0.076071512,0.26082975,0.028296964,0.070047504,0.003071618,0.003459246,0.017458385,0.064634281,0.001777583,0.003770403,0.000175444,0.000455965,Lake,0
77,0.14,0.12,0.04,0.1,0.208750546,0.081249454,0.094375273,0.01,0,0.06,0.115624727,0.01,0.01,0,0,Lake,0
286,0.102528088,0.014606609,0.003732608,0.224043318,0.059824419,0.029454586,0.003621928,0.00434697,0.00011502,0.458646813,0.091660647,0.004676913,0.001974989,0.000617637,0.000149464,Lake,0
1007,0.091338639,0.031235144,0.007706297,0.082989206,0.241517437,0.037449832,0.042870517,0.002493197,0.004936229,0.095929385,0.283134743,0.003518658,0.010008265,0.000890476,0.000736355,Lake,0
1089,0.065637293,0.019929886,0.006984822,0.057973155,0.162560005,0.031220957,0.131813141,0.00120209,0.011439036,0.082085773,0.227138144,0.000887652,0.002697745,0.000514234,0.000758762,Lake,0
156,0.360851352,0.031411239,0.005153618,0.29032647,0.088180457,0.019107653,0.012199392,0.002370036,0.001444541,0.14283418,0.043698088,0.001235081,0.000947142,0.000160505,8.03E-05,Lake,0
783,0.105613547,0.023911151,0.006165123,0.234789952,0.112201512,0.043850599,0.044707336,0.004938683,0.001106883,0.250143556,0.142149002,0.00633092,0.021734072,0.001022182,0.001335491,Lake,0
201,0.187875459,0.068261996,0.012630324,0.270148674,0.141538566,0.061832396,0.035992462,0.005936172,0.001400169,0.119969451,0.081447799,0.005456,0.005678685,0.001050603,0.000733139,Lake,0
80,0.101509388,0.050922278,0.007170603,0.164875897,0.204533586,0.06653143,0.061923467,0.004439477,0.003766436,0.132797914,0.139983461,0.008313436,0.011358124,0.000977633,0.001094296,Lake,0
223,0.395206079,0.029890241,0.007686147,0.076749585,0.223658999,0.029689872,0.016781746,0.003096362,0.002190353,0.06644019,0.082043613,0.033422793,0.029828623,0.001533247,0.001792107,Lake,0
71,0.207014655,0.107507964,0.018854898,0.151857516,0.186225446,0.083144393,0.06373286,0.009399567,0.002879994,0.061874752,0.087075811,0.008667183,0.009401613,0.001327536,0.001052703,Lake,0
940,0.054457017,0.033368379,0.02615742,0.04666214,0.122667301,0.019308185,0.198608812,0.004350237,0.148461068,0.046206315,0.136595692,0.005439449,0.015752152,0.002091722,0.020650919,Lake,0
680,0.074889161,0.037368485,0.0092352,0.091253441,0.151060001,0.040364393,0.113814558,0.004768286,0.018307484,0.095889295,0.171410783,0.005670135,0.01596606,0.001738471,0.009721432,Lake,0
1056,0.039985821,0.013362969,0.006441721,0.031879996,0.197374925,0.012961419,0.074553053,0.002732743,0.039253182,0.051564098,0.301405246,0.00394504,0.011249255,0.001025525,0.014007363,Lake,0
419,0.28350611,0.066983843,0.016957373,0.141146944,0.176004363,0.067386824,0.026309762,0.002258087,0.000584367,0.077304219,0.134081389,0.0029421,0.003746026,0.000494854,0.000283739,Lake,0
677,0.145670845,0.027794562,0.015969597,0.330435576,0.030453868,0.080255692,0.003617195,0.006172598,0,0.314252746,0.045377327,0,0,0,0,Lake,0
434,0.162804266,0.034346552,0.005743956,0.307516572,0.107755739,0.040238468,0.014667936,0.005105095,0.00041019,0.217988315,0.096265066,0.004068034,0.002741359,0.000245254,9.81E-05,Lake,0
744,0.188978688,0.016234619,0.009830994,0.188141871,0.090894991,0.033108112,0.014996355,0.01273516,0.000621145,0.335901378,0.090997065,0.009499115,0.008060517,0,0,Lake,0
893,0.122636041,0.07675035,0.019451734,0.14580556,0.170823048,0.06317698,0.093831138,0.008726891,0.01543799,0.09576285,0.158033471,0.008482224,0.014147377,0.001404497,0.005529845,Lake,0
329,0.182279541,0.042788032,0.010858438,0.268505991,0.166905327,0.033397423,0.021211185,0.005686971,0.000424195,0.139906952,0.112775956,0.002294087,0.003344636,0.000343617,0.000343617,Lake,0
272,0.320032008,0.029208678,0.005072762,0.389306434,0.08341943,0.01297593,0.002816606,0.005833517,0,0.130288595,0.020144979,0.000705949,0.000194788,3.35E-07,0,Lake,0
188,0.193753498,0.14925436,0.028743642,0.155243323,0.12490547,0.104887195,0.08627388,0.013523669,0.010091446,0.053750651,0.054899847,0.008712798,0.011864305,0.001848034,0.002241019,Lake,0
901,0.474640976,0.046189147,0.007912623,0.158866096,0.165661183,0.015941813,0.016213605,5.50E-06,1.70E-06,0.069006483,0.045553952,2.79E-06,3.88E-06,1.34E-07,1.25E-07,Lake,0
293,0.400408538,0.13923115,0.019870777,0.122610925,0.14381771,0.057639709,0.046685991,0.00344253,0.001175241,0.033537069,0.031580369,0,0,0,0,Lake,0
755,0.562746806,0.133580071,0.04079911,0.132728462,0.070508619,0.013663377,0.011325288,0.005207327,3.75E-07,0.01398776,0.014312315,8.27E-08,0.001139822,4.74E-07,1.21E-07,Lake,0
1128,0.134642254,0.136441989,0.056984271,0.111228852,0.139184886,0.11070794,0.066949402,0.013347687,0.004735929,0.059298649,0.128257147,0.015524046,0.019934605,0,0,Lake,0
1159,0.192711368,0.087878977,0.013252448,0.205750548,0.12833565,0.096987643,0.026656835,0.006927093,0.001245119,0.115805885,0.102045598,0.010367184,0.010460202,0.001278336,0.000382669,Lake,0
727,0.245048318,0.034507899,0.009943129,0.266866829,0.097247799,0.035219849,0.016081257,0.006978479,0.00119323,0.166999735,0.101533987,0.005868118,0.005376319,0.002039347,0.001689984,Lake,0
702,0.152689577,0.066724552,0.005198038,0.079617076,0.285878221,0.041306569,0.107592598,0.002836359,0.006097104,0.059486803,0.171500884,0.004501203,0.0145292,0.000431626,0.001606537,Lake,0
425,0.091104543,0.020117227,0.00480091,0.119202728,0.098323226,0.049909999,0.029130807,0.007329062,0.003521617,0.30148337,0.205972565,0.031100845,0.021942575,0.006776763,0.009283745,Lake,0
233,0.094735889,0.019898678,0.005336282,0.162532424,0.114016632,0.063475282,0.027096285,0.008089597,0.000837678,0.306728527,0.174924057,0.011663648,0.008564996,0.001825092,0.000274947,Lake,0
681,0.172719533,0.074914478,0.014822163,0.195709673,0.156460878,0.063404402,0.064303922,0.003487119,0.00674717,0.092982851,0.126072655,0.008226143,0.017117921,0.001054245,0.001978737,Lake,0
914,0.085874432,0.027650842,0.006252288,0.105419679,0.150235377,0.067198756,0.045180533,0.006091857,0.00209574,0.172338269,0.259436524,0.014457689,0.012906919,0.001791127,0.001935395,Lake,0
147,0.324016482,0.021049366,0.005747026,0.382761,0.067667585,0.013270778,0.002355243,0.000839641,0,0.1527919,0.025571456,0.001289747,0.001621509,0.000551282,0,Lake,0
98,0.032749729,0.018357426,0.005643812,0.053008065,0.095791861,0.049575225,0.065622711,0.009988409,0.006935396,0.203006101,0.322818435,0.028614702,0.044027462,0.00611022,0.010622497,Lake,0
349,0.261417145,0.078007052,0.008479728,0.25808,0.184802865,0.039532084,0.034345427,0.002506149,0.003434755,0.066721948,0.056995781,0.003318623,0.002283965,2.12E-05,5.38E-05,Lake,0
1117,0.17376785,0.108722318,0.020513851,0.187958734,0.16167623,0.094544721,0.065201746,0.006988595,0.005450588,0.084506879,0.073903151,0.008395654,0.007175109,0.000684983,0.000509592,Lake,0
179,0.036145702,0.021533543,0.005085795,0.039134219,0.158277745,0.030856997,0.118538024,0.003302271,0.013873823,0.076857909,0.269119278,0.003877303,0.016862712,0.000945711,0.009111102,Lake,0
149,0.421754377,0.08329916,0.010923746,0.154598508,0.165789615,0.030486391,0.041442503,0.001853147,0.000639016,0.044920873,0.041544901,0.001341934,0.000926574,0,0,Lake,0
956,0.425710546,0.158355477,0.025656134,0.0845205,0.148826667,0.035997318,0.071449363,0.00459499,0.001723807,0.015674429,0.025069906,0.000117047,0.002172379,3.35E-05,9.80E-05,Lake,0
196,0.078534744,0.027083576,0.005400028,0.064586816,0.155276023,0.022966072,0.069742903,0.003387264,0.010046108,0.067845257,0.275611605,0.004532506,0.008585214,0.00115346,0.005238819,Lake,0
1104,0.424564638,0.115093827,0.018562347,0.068617519,0.197774119,0.034789128,0.064231251,0.003792122,0.00131156,0.01891324,0.048478338,0.00070891,0.003163002,0,0,Lake,0
770,0.129702629,0.013377448,0.000911258,0.063857749,0.254200651,0.01396307,0.06200588,0.002151714,0.008283635,0.060568368,0.224511848,0.002497893,0.010593783,0.00116659,0.003242066,Lake,0
116,0.099358488,0.032486351,0.006161003,0.058844243,0.29085636,0.032474609,0.069988594,0.00456549,0.005818819,0.0589968,0.258722146,0.005784333,0.016472511,0.006593994,0.00510693,Lake,0
248,0.084077365,0.023827278,0.002291709,0.038306511,0.273121801,0.020905631,0.096505636,0.00455948,0.012234053,0.040955197,0.154445561,0.001361581,0.001005216,0.004562158,0.001994434,Lake,0
844,0.106005927,0.02737209,0.004845192,0.096130682,0.249845664,0.025366593,0.070845606,0.001948471,0.012995524,0.071603757,0.264189042,0.002838718,0.011624857,0.002004135,0.008976717,Lake,0
698,0.195001385,0.122792646,0.022544667,0.175222477,0.149504839,0.114552407,0.052519785,0.010479554,0.003278885,0.064284458,0.06796423,0.010563555,0.008451778,0.001856001,0.000981555,Lake,0
978,0.079341639,0.020881735,0.001202369,0.133641362,0.145294335,0.042025167,0.029987555,0.001538303,0.001380297,0.293425076,0.161163477,0.009295757,0.008253993,0.000195681,0.000620961,Lake,0
1035,0.191488019,0.071481353,0.008584965,0.252099399,0.161039905,0.042269728,0.048095212,0.003271876,0.002062048,0.092759637,0.113791683,0.003277881,0.008176559,0.000605484,0.001006423,Lake,0
1036,0.188301093,0.064892631,0.010226863,0.266129629,0.152949774,0.048786303,0.042394855,0.005310497,0.001919818,0.111119183,0.093903995,0.005046039,0.006940856,0.001179481,0.000902162,Lake,0
832,0.136917933,0.051148832,0.006482539,0.06567375,0.210656146,0.028793929,0.088172015,0.003948924,0.007189432,0.050210794,0.174528977,0.001741107,0.003992266,0.000518594,0.001460647,Lake,0
840,0.178244812,0.038445249,0.009388688,0.251773293,0.095576466,0.047836192,0.02471946,0.001119905,7.92E-05,0.23275567,0.118509503,0.00088235,0.000565609,0.000135746,4.52E-05,Lake,0
642,0.198099039,0.121944259,0.02504636,0.121243891,0.189454164,0.058086647,0.098360723,0.008675235,0.011522595,0.044464988,0.100040437,0.006121012,0.012411263,0.000895884,0.003154656,Lake,0
742,0.216122295,0.151019926,0.025565981,0.163747186,0.128494863,0.110880373,0.062011675,0.014411228,0.00336555,0.0548036,0.051060216,0.009038384,0.006855474,0.001557406,0.000642693,Lake,0
982,0.252818347,0.177205259,0.031207154,0.179085466,0.099684172,0.10233135,0.05111793,0.011521955,0.004327457,0.041561974,0.035090909,0.006637951,0.005596926,0.001061423,0.000751727,Lake,0
451,0.230461817,0.064884546,0.01,0.089769092,0.22,0.04,0.054884546,0.01,0.005115454,0.074884546,0.195115454,0.01,0.004884546,0,0,Lake,0
140,0.200210696,0.103340696,0.010941574,0.151163273,0.188065237,0.065977589,0.073415413,0.00260154,0.004234841,0.073463294,0.102556746,0.006739347,0.014900726,0.000518375,0.001860653,Lake,0
552,0.203135472,0.105935191,0.011596,0.153093529,0.186124273,0.067258651,0.071445572,0.002824041,0.004227248,0.071449557,0.099493246,0.006725101,0.014318495,0.00054866,0.001816239,Lake,0
818,0.260132929,0.066452515,0.009947476,0.279374897,0.166367345,0.042863097,0.02733401,0.003194264,0.002055351,0.084574053,0.052114428,0.00330136,0.002182669,7.32E-05,3.25E-05,Lake,0
977,0.073754176,0.022441669,0.001796618,0.122849931,0.141411726,0.053355844,0.032768412,0.001675376,0.000727351,0.316533317,0.112138167,0.013025193,0.015861394,0.000362558,0.000821637,Lake,0
291,0.306648753,0.096313248,0.01033763,0.115898625,0.248588515,0.038723489,0.062580291,0.001268038,0.002900363,0.037758638,0.073711712,0.001451573,0.003819131,0,0,Lake,0
424,0.137561732,0.064172617,0.011169036,0.200900841,0.172623793,0.06995217,0.05764633,0.005820998,0.003179991,0.098589388,0.154495177,0.006218965,0.014900989,0.001092987,0.001684986,Lake,0
1012,0.076182543,0.004008482,0.001054982,0.227691752,0.07500222,0.007477903,0.003703522,0.001160667,0.000508366,0.517613375,0.079296871,0.003275177,0.001943008,0.000604854,0.000476298,Lake,0
669,0.215185054,0.151994044,0.025427806,0.177819707,0.1153415,0.116546565,0.052791247,0.014332183,0.003621286,0.060283001,0.048401996,0.008931438,0.006858082,0.001490265,0.000691337,Lake,0
719,0.186960945,0.028883233,0.005950173,0.296546179,0.136062229,0.019157645,0.018015355,0.00301136,0.000987639,0.182382418,0.086464139,0.003009663,0.003986106,0.000985618,0.000985618,Lake,0
869,0.203627931,0.143139928,0.024383975,0.170047895,0.126708058,0.117492032,0.05873196,0.014571978,0.003411996,0.062556133,0.055464101,0.009964011,0.007528022,0.0017,7.00E-04,Lake,0
606,0.340029325,0.086130222,0.017171986,0.10090825,0.227628739,0.040411747,0.060162462,0.003627125,0.002997435,0.029810744,0.083772369,0.002182319,0.004840326,0,0.000326953,Lake,0
1143,0.161881862,0.013149995,0.00424339,0.206252776,0.158132078,0.015180795,0.021148717,0.004282129,0.001815033,0.27368935,0.120619281,0.013883449,0.005721153,0,0,Lake,0
305,0.074203598,0.002942156,0.000806968,0.228794424,0.077266012,0.00504297,0.003683447,0.000921093,0.000494659,0.523119489,0.077057867,0.003015707,0.001702898,0.000493516,0.000455213,Lake,0
988,0.241224386,0.177018323,0.031834068,0.184467195,0.096014011,0.108221884,0.050471997,0.012090603,0.004419002,0.044647609,0.034539341,0.00724678,0.005718155,0.001205744,0.000880904,Lake,0
724,0.337056221,0.085260205,0.014145773,0.112026924,0.224025482,0.037251094,0.061047622,0.001881047,0.003954377,0.032590752,0.084260521,0.001331432,0.004486398,0,0.000682165,Lake,0
701,0.166252296,0.060787034,0.01026346,0.099642378,0.294614576,0.036284028,0.077250753,0.003054744,0.006167669,0.060749785,0.169041906,0.004144568,0.00844356,0.000887935,0.002409747,Lake,0
629,0.075800384,0.0230342,0.010326675,0.092258797,0.144308935,0.029415563,0.109562402,0.006074089,0.038080559,0.101989191,0.185597459,0.004464027,0.017097485,0.001984184,0.016691125,Lake,0
998,0.096037821,0.01512076,0.008978876,0.245948631,0.022668107,0.033208257,0.001856142,0.012439836,0.000143448,0.506178425,0.041070732,0.00782885,0.004692735,0.003497333,0.000330046,Lake,0
266,0.275369142,0.135886947,0.021136735,0.190233551,0.138580068,0.079272722,0.044527045,0.008668927,0.002005088,0.051247157,0.042524766,0.004972314,0.004367533,0.000869544,0.000338462,Lake,0
230,0.131124086,0.004339168,0.000655645,0.231872581,0.07120219,0.009122214,0.001089957,0.001480137,5.51E-07,0.488444936,0.054539329,0.002450597,0.002808957,0.000869671,0,Lake,0
971,0.223199376,0.013171378,0.002538414,0.399630534,0.016455438,0.012391891,0.001410014,0.003276783,0.002093418,0.30223077,0.021237914,0.001421083,0.000943024,0,0,Lake,0
449,0.266510107,0.110034886,0.023500076,0.159578303,0.157749948,0.094102602,0.030512233,0.019862938,0.002497307,0.065660333,0.06404406,0.002509588,0.002350641,0.000386335,0.000700642,Lake,0
950,0.43356181,0.105875978,0.01860103,0.157049161,0.114269613,0.042635144,0.055379451,0.004699548,0.00423531,0.029938437,0.027270825,0.002366852,0.003247862,0.000512927,0.000356052,Lake,0
647,0.123053268,0.028720037,0.020863787,0.040005009,0.139948681,0.049684372,0.132843277,0.047052582,0.017991303,0.062180136,0.237045091,0.010682888,0.009710426,0.009080052,0.014614721,Lake,0
19,0.234047494,0.021668823,0.003918197,0.263505899,0.107301111,0.020703974,0.016735766,0.003283363,0.00126709,0.216935539,0.101227882,0.003528122,0.004059042,0.001246769,0.0006238,Lake,0
155,0.344169561,0.046967211,0.010559577,0.303747917,0.113395734,0.027093289,0.009239956,0.004892787,0,0.109318216,0.027634485,0.00172292,0.001138585,0.000106577,1.33E-05,Lake,0
365,0.309002251,0.045085294,0.008028989,0.284605134,0.133555871,0.033780702,0.013331743,0.003038658,0.000121742,0.120734315,0.043561119,0.003124361,0.001538829,0.000452554,3.87E-05,Lake,0
138,0.173493505,0.004502757,0.001048583,0.279874673,0.148501219,0.005342395,0.004334747,0,0,0.236233573,0.145549401,0.000506114,0.000409265,0.000203778,0,Lake,0
135,0.045770448,0.012394295,0.007755961,0.015733036,0.100324765,0.012965865,0.14611343,0.007313902,0.076237997,0.034544898,0.25485528,0.006621834,0.054092582,0.007285576,0.103970548,Lake,0
181,0.279035921,0.047898055,0.00828534,0.342046874,0.123273815,0.029461994,0.012977647,0.002208368,0.000191216,0.116587973,0.036566638,0.000945177,0.000478178,4.26E-05,1.42E-05,Lake,0
269,0.038830638,0.012493662,0.009959128,0.021192282,0.09452546,0.013890755,0.139732056,0.005288839,0.088372189,0.04008871,0.250150451,0.006716121,0.054544969,0.005271444,0.089906901,Lake,0
633,0.138410479,0.023883186,0.008739377,0.121603187,0.125684596,0.034285498,0.040663708,0.004276115,0.005227484,0.207255783,0.224225025,0.020605341,0.022867193,0.005405031,0.006181514,Lake,0
757,0.218738363,0.157053106,0.024953016,0.177748353,0.118207507,0.109977072,0.05764587,0.013234828,0.003499654,0.057516715,0.043982413,0.007872499,0.007082067,0.001210862,0.000592327,Lake,0
